id,loan_status,loan_amnt,int_rate,installment,annual_inc,verification_status,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt,home_ownership_OWN,home_ownership_RENT
55933709,1,18325,6.89,564.91,77000.0,0,1936,3.7,54,11,19314.65,0.0,0.0
60743593,1,25000,9.99,806.57,230000.0,1,26739,43.3,15,3,26271.79,0.0,0.0
58071096,1,21000,9.99,677.52,165000.0,1,33951,46.8,34,12,22048.41,0.0,0.0
49773229,0,21850,16.99,778.91,65000.0,1,18843,93.3,20,5,9326.3,0.0,1.0
38605741,1,12000,7.49,373.22,69900.0,0,12916,65.6,28,5,12448.03,1.0,0.0
62704387,1,9000,9.17,286.92,35000.0,1,9471,60.3,7,1,9437.49,0.0,1.0
56059080,1,15000,12.69,503.18,39722.0,1,18691,27.0,41,19,16763.51,1.0,0.0
41110288,1,24000,11.53,791.77,89000.0,1,16801,50.3,16,7,24637.24,0.0,1.0
41338297,1,12000,12.69,402.54,85000.0,1,95114,73.6,39,9,13633.01,0.0,0.0
48232378,0,9000,8.18,282.78,25000.0,1,8744,46.0,21,1,2547.06,0.0,1.0
58111354,1,8000,7.89,250.29,51000.0,1,11891,40.2,25,5,8515.07,0.0,0.0
51881975,1,7000,12.69,234.82,67500.0,0,7070,57.0,27,10,7722.9800014,0.0,0.0
46265055,1,8000,6.39,244.8,43000.0,0,8210,16.7,33,7,8423.85,0.0,0.0
62082423,1,7425,7.26,230.15,35000.0,1,7439,93.0,17,3,7882.0,1.0,0.0
46105242,1,3000,5.93,91.18,45000.0,0,2310,17.0,38,5,3147.36000002,0.0,0.0
65615352,1,18000,5.32,542.07,57900.0,0,19691,15.9,36,6,18283.36,1.0,0.0
64280132,1,13300,12.05,442.07,35000.0,1,9616,68.7,25,4,14024.6500001,0.0,0.0
51476642,1,18325,11.53,604.55,65000.0,1,34965,59.9,41,7,19162.4,0.0,0.0
59591852,1,14000,6.24,427.44,140000.0,1,155329,30.5,37,2,14652.66,0.0,0.0
43809916,1,6000,13.99,205.04,28000.0,1,3102,48.5,10,6,6610.35,1.0,0.0
55008897,1,13500,7.89,422.36,80000.0,1,10410,59.8,31,1,14366.57,0.0,1.0
42924507,1,22850,15.61,798.95,59000.0,1,20502,61.8,35,5,26378.79,0.0,0.0
56080052,1,12800,9.17,408.06,68688.0,1,14482,47.8,40,14,14055.91,1.0,0.0
54343703,1,25000,6.89,770.68,130000.0,1,18091,62.4,14,1,25485.57,0.0,1.0
64057821,0,15000,9.17,478.19,100000.0,0,23303,41.0,37,6,2429.16,0.0,1.0
41227159,0,13250,18.25,480.69,35000.0,1,4030,34.2,16,1,3854.96,0.0,1.0
43500043,1,12000,11.53,395.89,55000.0,0,11896,46.5,12,8,13629.8000011,1.0,0.0
54394373,1,20000,12.29,667.06,110000.0,1,38537,84.5,40,7,22164.23,0.0,0.0
54098903,0,5000,14.65,172.48,72000.0,1,5211,24.1,14,8,1698.78,0.0,1.0
50163131,1,7000,6.89,215.79,75000.0,0,2733,23.0,26,4,7447.48,0.0,0.0
44866267,0,6500,12.69,218.05,48000.0,0,9579,97.7,18,2,1715.57,0.0,1.0
56533009,1,25000,6.24,763.28,170000.0,0,67232,68.6,30,1,26439.54,1.0,0.0
46557427,1,8000,12.69,268.36,48000.0,1,677,6.9,20,10,8556.78,0.0,1.0
47270275,1,9875,16.99,352.03,27582.0,1,7606,57.6,10,3,10567.44,0.0,1.0
40983163,0,16750,15.61,585.67,40000.0,1,11387,40.2,8,2,4670.83,1.0,0.0
65724620,1,5500,9.17,175.34,55000.0,0,5867,60.0,11,4,5768.34000007,0.0,0.0
55189105,1,15000,7.89,469.29,50000.0,0,4914,50.7,11,3,16273.65,0.0,0.0
39519463,0,7000,12.99,235.83,76232.28,1,47461,83.7,35,5,2553.89,0.0,0.0
43186053,1,15000,6.39,458.99,109000.0,0,24774,29.4,41,9,15719.05,0.0,1.0
41266748,1,10000,10.99,327.34,24000.0,1,10324,68.8,18,3,11133.71,0.0,1.0
39691477,0,3575,13.66,121.6,39000.0,0,20697,72.6,21,5,1829.17,0.0,0.0
42303826,1,35000,17.86,1262.88,430000.0,1,586266,95.2,35,3,37546.79,0.0,0.0
52017286,0,2550,18.55,92.9,20000.0,0,7841,26.9,22,4,926.37,0.0,1.0
65129618,1,24000,10.99,785.62,95000.0,1,42191,65.4,24,7,24523.77,0.0,0.0
48956575,0,24200,13.99,826.99,55000.0,1,12712,43.5,46,10,9905.07,0.0,0.0
43955578,1,11025,12.29,367.72,89039.0,1,11037,65.3,53,4,11835.54,0.0,0.0
57478267,1,7000,13.33,236.98,50000.0,1,8825,38.7,6,3,7699.03,0.0,0.0
67735379,0,9600,13.67,326.57,110000.0,1,5467,91.1,26,0,1884.13,0.0,0.0
39470415,1,12000,7.49,373.22,65000.0,1,9534,48.4,25,3,12873.85,0.0,0.0
59839189,1,20000,9.99,645.25,67200.0,0,19964,36.4,26,8,21496.95,1.0,0.0
44106649,1,30000,11.53,989.71,115000.0,1,14557,58.2,29,4,33722.57,0.0,0.0
38782465,1,24000,6.99,740.95,90000.0,1,46831,63.5,29,6,25909.35,0.0,0.0
48536082,0,12000,6.92,370.09,75400.0,1,11099,58.4,21,4,4806.56,0.0,0.0
40600948,0,16000,6.92,493.45,65000.0,0,43993,37.6,25,1,5421.8,0.0,1.0
57084759,1,23000,7.89,719.57,180000.0,1,25930,78.3,25,3,23669.61,0.0,0.0
52006612,1,12000,12.69,402.54,110000.0,0,30117,86.8,31,7,13537.46,0.0,0.0
49188130,1,35000,16.55,1240.03,113500.0,1,138988,85.7,32,0,36111.39,0.0,0.0
46725918,0,5600,12.69,187.86,55000.0,1,2658,49.2,17,6,2082.84,0.0,1.0
46254867,1,5500,13.33,186.2,66125.0,1,3362,30.0,14,3,6020.78,0.0,1.0
53914533,0,8800,17.86,317.53,29000.0,1,3699,17.3,14,5,1261.39,1.0,0.0
53081339,1,11100,6.89,342.18,85000.0,0,22288,51.1,12,4,11531.65,0.0,0.0
63388559,1,13150,12.29,438.6,81000.0,0,3734,40.0,24,7,13492.46,0.0,0.0
60227074,1,12000,7.89,375.43,33000.0,1,9086,56.4,29,3,12810.0,0.0,1.0
67436614,1,25625,12.59,858.36,250000.0,1,48468,53.2,38,11,27713.64,1.0,0.0
64079361,1,10375,12.05,344.85,45000.0,0,19562,50.0,16,5,11440.47,0.0,1.0
65617250,1,15000,8.18,471.3,39000.0,0,7074,43.0,20,2,15614.9500008,1.0,0.0
49068636,1,8000,9.17,255.04,59700.0,1,0,0.0,28,3,8691.44,1.0,0.0
55271918,1,25000,6.24,763.28,121776.0,1,12272,50.9,26,2,26323.99,0.0,0.0
40383330,1,24000,6.49,735.47,150000.0,1,23360,74.4,7,0,25460.9400049,0.0,1.0
44846354,1,5000,7.89,156.43,30000.0,1,8267,28.6,28,2,5423.91000001,0.0,1.0
38615126,1,12000,8.19,377.09,97000.0,0,14395,65.4,27,2,13085.01,0.0,0.0
46376747,1,20000,10.99,654.68,92000.0,1,56669,85.6,39,9,22636.93,0.0,0.0
60546379,1,13000,6.24,396.91,47000.0,0,13026,22.9,28,4,13521.82,0.0,1.0
60475143,1,19200,8.18,603.26,52000.0,0,24480,64.3,19,1,20594.1820221,1.0,0.0
60227259,1,12000,9.99,387.15,101500.0,1,18961,42.0,29,7,13126.59,0.0,0.0
51116927,1,12000,7.89,375.43,43000.0,0,13008,59.9,18,7,12676.19,0.0,0.0
55130705,1,18000,12.29,600.36,72000.0,1,16420,67.0,15,5,18962.53,0.0,1.0
42373592,1,12500,9.99,403.29,107975.0,1,15768,57.8,36,7,13299.2,0.0,0.0
46695685,1,25000,6.39,764.98,125000.0,1,22344,69.2,17,4,26573.7400001,0.0,1.0
39339302,1,10000,8.67,316.47,27000.0,0,8316,69.9,7,2,10605.06,0.0,1.0
40920758,1,11000,11.53,362.9,35360.0,1,10463,88.7,8,0,12360.53,0.0,1.0
67035428,1,12000,11.22,394.12,86700.0,1,4727,28.6,47,10,12004.75,0.0,0.0
41091576,1,6100,5.93,185.39,71500.0,1,5684,86.1,10,3,6281.72,0.0,0.0
40411050,1,25000,7.49,777.55,119000.0,1,26376,29.7,42,6,25961.99,1.0,0.0
46696274,1,35000,7.89,1095.0,94185.0,0,18093,21.8,13,4,37073.04,0.0,0.0
57265030,1,30000,6.89,924.81,115000.0,1,31024,56.0,25,2,32124.55,0.0,0.0
42454655,1,7000,10.99,229.14,80000.0,0,32334,78.5,14,2,7981.79,0.0,0.0
62165827,1,12000,7.26,371.96,75000.0,1,7847,62.3,12,3,12490.8100005,0.0,1.0
57733889,1,7400,13.99,252.88,46000.0,1,2685,65.5,8,2,8469.91,1.0,0.0
58652664,1,18000,7.89,563.15,95000.0,0,27074,50.8,25,3,19020.37,0.0,1.0
49533372,1,5000,12.69,167.73,55000.0,1,9249,62.5,21,9,5723.13,0.0,1.0
62336521,1,11000,8.18,345.62,90000.0,1,11129,82.4,14,2,11554.5,0.0,0.0
60891989,1,9600,6.89,295.94,146000.0,1,17049,89.0,17,2,9849.77,0.0,0.0
45534289,1,14400,6.92,444.11,65000.0,1,18478,96.2,25,3,14808.06,0.0,0.0
38351484,1,3125,11.44,102.97,70000.0,0,2875,58.0,35,5,3234.67,0.0,0.0
65322334,1,10000,7.89,312.86,115000.0,1,7759,39.4,21,7,10584.13,0.0,0.0
46428589,1,12400,16.99,442.04,38000.0,0,16192,99.3,22,2,14521.8400012,0.0,0.0
60920899,0,8975,13.33,303.84,38000.0,1,15310,55.9,20,3,1816.39,0.0,0.0
38619970,1,30000,7.49,933.05,103000.0,1,60174,80.2,27,1,31104.17,0.0,0.0
37907373,0,17000,12.39,567.82,86000.0,0,16327,50.7,37,8,9061.72,0.0,1.0
48555931,1,15000,12.29,500.3,45000.0,0,14231,88.4,11,4,15448.76,0.0,0.0
66513746,0,3500,13.18,118.24,77250.0,1,5720,52.0,29,11,485.4,0.0,1.0
65771375,1,9775,14.33,335.66,52000.0,1,8711,53.4,18,3,10127.67,0.0,0.0
60891343,1,20000,8.18,628.39,68000.0,0,6133,23.9,38,7,21192.39,1.0,0.0
56894825,1,9900,16.99,352.92,25000.0,1,3783,24.6,13,3,11592.73,0.0,1.0
58180667,0,8000,14.65,275.96,25000.0,1,5555,71.2,7,3,2201.17,0.0,1.0
41101823,1,7125,12.69,239.01,160000.0,1,3637,29.3,25,7,8008.75,0.0,0.0
38657738,1,8000,9.49,256.23,60000.0,0,7888,22.3,20,6,8881.56000001,0.0,1.0
38321426,1,6000,12.39,200.41,50000.0,0,11646,69.3,9,3,6693.9,0.0,1.0
48608293,1,27925,6.92,861.23,145000.0,1,34986,20.6,42,16,28960.31,1.0,0.0
60843179,0,15000,7.26,464.95,52000.0,1,21766,45.2,36,10,3248.6,0.0,1.0
38465907,0,15000,11.44,494.22,45000.0,0,11212,76.3,43,6,4438.45,0.0,0.0
68586282,1,9000,5.32,271.04,34068.0,0,6904,10.4,29,4,9356.49,0.0,0.0
66955190,1,15775,9.17,502.89,65000.0,1,3395,16.8,41,18,16856.3000164,0.0,1.0
49218478,1,5000,12.69,167.73,45500.0,1,2026,49.4,15,6,5205.44,0.0,1.0
55151430,0,2000,12.29,66.71,19000.0,0,4108,57.9,8,2,530.95,0.0,1.0
46558656,1,16000,15.61,559.44,53000.0,1,19239,77.0,38,9,18367.94,0.0,0.0
68526280,1,10000,5.32,301.15,80000.0,0,37657,47.5,39,5,10322.13,0.0,0.0
63410108,1,25000,12.05,830.96,135000.0,0,85092,46.1,39,6,27211.39,0.0,0.0
56230687,1,4200,9.17,133.9,57000.0,1,8029,64.7,37,3,4602.06000203,1.0,0.0
47300373,1,2800,9.17,89.27,75000.0,1,16270,37.1,23,8,2806.42,0.0,1.0
38654213,1,24000,9.49,768.68,80000.0,1,39578,63.7,25,3,24984.59,0.0,0.0
56120875,1,4200,9.99,135.51,46000.0,0,14765,63.0,21,1,4570.31,1.0,0.0
41480183,1,8000,13.33,270.83,24000.0,0,5149,26.7,9,4,8512.31,1.0,0.0
42493244,1,16000,6.92,493.45,150000.0,0,20340,50.5,47,7,16385.71,0.0,0.0
43025180,1,5000,6.92,154.21,80000.0,0,25471,81.4,39,5,5415.62,0.0,0.0
55777128,0,1500,13.99,51.26,34000.0,0,6910,50.4,26,9,511.43,1.0,0.0
41021385,1,25000,12.69,838.63,82000.0,1,15394,52.7,33,8,26050.32,0.0,0.0
59212621,1,25000,5.32,752.87,200000.0,1,406681,61.4,28,2,26020.24,0.0,0.0
38505688,1,20000,6.49,612.89,58000.0,1,63598,45.8,26,8,20900.0,0.0,0.0
39837185,1,10000,12.99,336.9,39347.2,1,9397,88.7,10,4,11236.05,0.0,1.0
48675052,1,4200,18.25,152.37,25000.0,0,6681,66.1,15,5,4992.84,1.0,0.0
47461178,1,5000,9.99,161.32,32000.0,0,4398,28.0,13,5,5435.06,0.0,0.0
50496068,1,12000,12.69,402.54,50000.0,0,16982,72.9,12,5,12209.37,0.0,1.0
63495908,0,3600,12.69,120.77,29600.0,1,5285,43.7,14,3,965.8,0.0,1.0
64088522,1,8000,6.89,246.62,123000.0,1,4401,22.6,42,5,8348.01,0.0,1.0
61322898,1,9800,6.24,299.21,52000.0,0,10506,72.5,30,2,10351.36,0.0,0.0
46577449,1,10000,11.53,329.91,25000.0,1,17769,39.2,12,2,10341.94,0.0,1.0
54514314,0,24000,16.55,850.31,92000.0,1,37328,87.4,34,6,2405.04,0.0,0.0
37938262,1,11000,6.03,334.8,75000.0,0,17589,24.0,57,11,11755.66,1.0,0.0
44855328,0,7000,7.89,219.0,102000.0,0,20087,94.7,50,3,2405.93,0.0,0.0
46754228,0,28000,9.99,903.35,125000.0,1,106977,79.8,59,6,11306.36,0.0,0.0
40522956,0,28800,16.55,1020.37,70000.0,1,9825,60.6,22,8,8768.43,0.0,0.0
55901477,1,13000,5.32,391.5,35000.0,0,11967,46.2,14,3,13310.77,0.0,1.0
55932515,1,20000,6.24,610.62,40000.0,0,5924,18.2,37,2,21154.48,0.0,0.0
40307796,1,3000,6.99,92.62,63000.0,0,6975,26.9,31,4,3052.97,0.0,0.0
64108159,1,15000,6.24,457.97,70000.0,0,11552,19.5,25,3,15010.61,1.0,0.0
46325187,1,9000,9.17,286.92,90000.0,0,22193,83.4,10,4,9346.68000076,0.0,1.0
54027949,0,10800,13.99,369.07,45000.0,1,5467,49.7,21,5,4051.38,0.0,1.0
39632355,1,15000,11.99,498.15,83000.0,0,25405,50.0,44,10,15826.38,0.0,1.0
45784303,1,21825,15.61,763.11,52000.0,1,15632,77.4,24,2,25726.9800123,1.0,0.0
61519558,1,14600,12.29,486.96,68000.0,1,19447,54.2,46,7,15641.81,0.0,0.0
40942644,1,10000,7.89,312.86,70000.0,1,13262,55.3,20,4,10481.63,0.0,0.0
55991465,1,3500,9.99,112.92,56000.0,1,2689,22.8,22,6,3837.09,0.0,1.0
59249830,1,28000,6.24,854.87,87000.0,0,39116,55.6,35,8,29759.2500006,0.0,0.0
42733119,1,14400,6.92,444.11,65000.0,1,16011,86.5,7,0,15241.35,0.0,1.0
65916297,1,4200,14.48,144.53,60000.0,1,14529,47.5,22,7,4697.19,0.0,0.0
41162994,1,6000,12.29,200.12,30000.0,1,5935,66.7,8,3,6933.65000378,0.0,1.0
56041410,1,6000,7.26,185.98,56000.0,1,2859,28.3,22,1,6325.71,0.0,0.0
38519436,1,8000,11.99,265.68,34000.0,1,12655,57.8,23,6,8880.16000002,0.0,0.0
68062380,0,19675,12.88,661.8,41000.0,0,18862,43.9,24,3,3963.43,1.0,0.0
61390700,1,29000,12.69,972.81,142000.0,0,33837,58.6,49,7,32020.8900115,0.0,1.0
66546260,1,24000,13.18,810.74,130000.0,1,61147,85.8,42,4,26467.9400018,0.0,0.0
63496017,1,20000,7.89,625.72,240000.0,1,18408,77.3,44,5,21345.62,0.0,0.0
60326396,1,3500,7.26,108.49,32112.0,0,3281,11.5,20,7,3629.42,0.0,0.0
42954269,1,22200,19.52,819.62,91940.0,1,17129,75.1,34,3,23603.01,0.0,0.0
55919524,1,15000,9.17,478.19,53000.0,0,12348,39.1,12,1,16385.29,0.0,1.0
45059194,0,22000,7.89,688.29,104000.0,1,20749,78.6,27,3,2743.52,0.0,1.0
56240398,1,11000,7.26,340.96,54000.0,1,18349,39.0,31,9,11185.79,0.0,0.0
60945007,1,12000,12.69,402.54,95000.0,1,11588,52.4,7,4,13308.81,0.0,1.0
60960522,1,4800,7.89,150.18,90000.0,1,15681,41.4,34,7,5045.88,0.0,0.0
62684203,1,12000,11.53,395.89,45000.0,1,18393,62.3,17,1,12830.08,0.0,1.0
57853173,1,7000,11.53,230.94,27040.0,1,7450,37.1,18,9,7575.79000129,1.0,0.0
50556171,1,14400,12.29,480.29,40000.0,0,17028,66.5,10,2,16024.82,0.0,0.0
64058661,1,7000,6.89,215.79,40000.0,0,8256,41.5,9,3,7272.46,0.0,1.0
48725480,1,9000,12.69,301.91,50000.0,0,7006,77.8,18,3,9515.4,0.0,0.0
46508232,1,7800,14.65,269.06,41500.0,1,6521,76.7,10,5,7816.99,0.0,1.0
50859281,1,30000,6.89,924.81,105000.0,1,41740,36.2,32,4,31502.09,0.0,0.0
38656156,1,18350,17.14,655.51,70000.0,1,3252,72.3,10,2,20964.69,0.0,0.0
44836038,1,6000,10.99,196.41,50000.0,1,11995,32.1,32,4,6416.7,0.0,1.0
58060657,1,2875,9.99,92.76,75900.0,0,13601,63.9,28,3,2897.34,0.0,0.0
65635741,1,20000,10.99,654.68,82500.0,1,11821,45.8,13,5,20676.94,0.0,1.0
40876478,1,7200,15.61,251.75,90000.0,1,8638,55.0,27,7,8400.33000008,0.0,1.0
46418347,1,15000,6.68,460.97,200000.0,1,41478,80.7,20,3,15771.27,0.0,0.0
44835851,1,24000,9.99,774.3,84000.0,1,50847,79.4,35,6,24133.2,0.0,0.0
43276242,1,35000,13.33,1184.86,135000.0,1,39234,47.0,33,8,39388.6800059,0.0,1.0
44142065,0,24000,8.18,754.07,100000.0,1,1983,60.1,21,5,9829.7,0.0,1.0
61329435,1,6000,10.99,196.41,22000.0,1,12836,31.2,20,4,6530.04000101,0.0,0.0
43759529,1,15000,6.92,462.61,100000.0,0,14512,55.6,26,7,15939.6,0.0,0.0
43225284,1,3625,18.25,131.51,11500.0,1,2524,33.7,22,5,3742.28990023,0.0,1.0
46124284,1,9800,13.33,331.77,28000.0,1,14285,86.1,18,3,10951.2100001,0.0,1.0
54798269,1,35000,13.33,1184.86,105321.0,1,32927,81.3,20,2,37496.89,0.0,0.0
43287532,1,2000,10.99,65.47,40000.0,0,4317,45.9,28,4,2227.62,0.0,0.0
45142189,0,20000,8.18,628.39,50000.0,1,17519,60.8,8,3,8283.28,0.0,1.0
46662001,0,13500,17.57,485.16,35656.0,1,10251,43.3,20,8,5392.52,0.0,1.0
56020243,1,28000,7.89,876.0,104000.0,0,45550,80.1,23,1,29473.43,0.0,1.0
60950678,0,4975,20.99,187.41,38900.0,1,13135,75.5,12,1,949.81,0.0,0.0
46526315,0,16000,6.68,491.7,76000.0,1,18798,60.4,15,1,4905.12,0.0,0.0
67085171,1,6000,9.76,192.93,77000.0,0,3450,55.0,52,4,6162.38000021,0.0,1.0
67456859,1,12800,11.99,425.09,40000.0,1,12515,59.6,18,6,13072.73,0.0,1.0
41439399,1,35000,9.99,1129.19,270000.0,1,60409,83.3,21,4,39394.48,0.0,0.0
50273422,1,20000,6.89,616.54,100000.0,1,24555,70.8,17,2,21569.63,0.0,0.0
66435557,1,10000,10.64,325.69,99000.0,1,10954,74.5,12,8,10511.88,0.0,0.0
45007256,1,13925,15.61,486.89,53000.0,1,4449,60.9,10,7,14858.7,0.0,0.0
38468857,1,4800,9.49,153.74,103100.0,0,16325,39.0,41,9,4921.32,0.0,0.0
49219369,1,16000,5.32,481.84,135000.0,0,16751,28.0,15,3,16766.51,0.0,0.0
47340464,1,8150,13.99,278.51,36000.0,1,5271,16.4,20,8,8504.9,0.0,1.0
46723783,1,20000,9.17,637.58,160000.0,1,277418,86.5,18,3,20016.3,1.0,0.0
60742043,1,12000,14.65,413.94,175000.0,1,1140,3.5,33,7,13138.28,0.0,0.0
55330528,1,10000,11.53,329.91,75800.0,1,18250,77.0,23,10,11206.84,0.0,0.0
59023548,1,20000,6.89,616.54,95000.0,1,23294,54.9,38,7,20148.23,0.0,0.0
66260297,1,10000,7.26,309.97,102000.0,1,34222,74.9,23,2,10054.46,0.0,1.0
65363429,1,21000,9.99,677.52,360000.0,1,68781,51.4,47,11,22507.8,0.0,0.0
48635114,1,6500,7.89,203.36,60500.0,0,8383,90.1,20,3,6968.35,0.0,0.0
51486330,1,12000,7.89,375.43,115000.0,0,5708,96.7,38,4,12257.22,0.0,0.0
65118140,1,9600,7.89,300.35,75000.0,0,9059,31.5,54,10,10075.53,0.0,0.0
38418813,1,18000,6.03,547.84,92500.0,1,12173,14.5,32,3,18853.89,1.0,0.0
43729193,1,5500,9.99,177.45,38000.0,0,5459,95.8,15,1,6177.34,0.0,0.0
68342501,1,23000,7.91,719.79,100000.0,0,21637,26.9,37,8,23917.11,0.0,0.0
65604986,1,14000,5.32,421.61,65000.0,1,9217,27.5,12,3,14496.48,0.0,0.0
59543212,1,25000,6.24,763.28,154000.0,1,30550,60.4,61,2,25891.14,0.0,1.0
48020452,1,5000,7.89,156.43,28000.0,1,6975,39.2,46,6,5303.51,0.0,0.0
59482263,1,8000,12.69,268.36,72675.0,0,7439,38.1,41,3,8994.23,0.0,0.0
55038180,0,7200,9.99,232.29,29000.0,1,11689,69.2,29,9,2564.16,0.0,0.0
18614782,1,8500,14.65,293.21,25000.0,1,6806,31.1,20,4,9791.19,0.0,1.0
43935893,1,30000,6.68,921.93,110000.0,1,23453,26.2,41,8,32408.39,0.0,0.0
39681626,1,14400,13.66,489.79,60000.0,0,9474,35.0,35,4,15901.96,0.0,1.0
63425292,1,17000,15.61,594.41,60000.0,1,20351,63.0,18,7,19447.9500021,0.0,0.0
55209634,1,5000,14.65,172.48,60000.0,0,7284,53.6,33,7,5732.58,1.0,0.0
44494039,0,35000,17.57,1257.8,81500.0,1,20966,59.6,24,8,12158.18,0.0,0.0
60751771,1,5750,15.61,201.05,104283.0,0,4798,51.0,34,4,5952.33,0.0,1.0
53784430,1,10000,14.65,344.95,38000.0,0,9156,73.2,29,4,11065.2,0.0,1.0
50475388,1,13100,10.99,428.82,76276.0,1,4325,33.3,37,6,14520.8100004,0.0,0.0
56462131,1,8300,9.17,264.6,28000.0,1,8880,43.3,23,5,9043.4,0.0,1.0
40491282,1,10000,8.67,316.47,115000.0,1,10765,54.6,20,0,11138.41,0.0,1.0
38598972,1,5400,10.49,175.49,54000.0,0,16517,44.8,41,4,5697.99,0.0,1.0
66643221,1,10000,8.38,315.12,75000.0,1,16376,77.6,14,2,10689.28,0.0,0.0
65284272,1,10000,11.49,329.72,40000.0,1,10129,70.8,29,6,10992.45,0.0,0.0
44975943,1,11400,7.89,356.66,46000.0,0,15073,79.3,17,0,12204.92,1.0,0.0
49644165,1,6000,6.24,183.19,50000.0,1,6015,35.2,30,3,6254.6,0.0,1.0
58772648,1,10000,12.69,335.45,54339.84,1,9101,45.3,16,4,10957.91,0.0,0.0
55920940,1,28000,6.89,863.16,150000.0,0,18413,28.7,17,4,29087.6255458,0.0,1.0
41040278,0,9600,19.52,354.43,30000.0,1,2150,89.6,4,3,2809.41,0.0,1.0
56884116,1,20000,9.17,637.58,90000.0,1,17617,76.9,22,9,21807.73,0.0,0.0
65705214,1,8000,11.49,263.78,106610.0,0,39824,52.0,44,5,8354.94,0.0,0.0
59162575,1,35000,9.17,1115.77,168000.0,1,45526,43.3,73,13,36651.77,0.0,0.0
46416831,1,28000,13.33,947.89,72000.0,1,48139,97.8,16,3,32386.7200062,0.0,0.0
53614391,0,12000,14.65,413.94,25000.0,1,11999,20.0,13,11,4045.05,1.0,0.0
54444442,1,4000,9.99,129.05,100000.0,0,3615,41.6,21,4,4006.8,0.0,1.0
51245502,1,11000,14.65,379.44,65000.0,1,9111,46.0,36,8,12772.9100039,0.0,0.0
59129607,0,22075,17.86,796.52,60000.0,0,19904,71.3,29,4,5685.15,0.0,0.0
38438315,1,10000,10.49,324.98,75000.0,1,9808,59.1,36,8,10986.95,0.0,1.0
60476630,1,16600,8.18,521.57,56400.0,1,19223,35.3,29,5,17631.2400013,0.0,0.0
40451886,1,9400,7.49,292.36,34284.0,1,4143,17.3,44,8,10290.04,0.0,1.0
38312373,1,16000,10.49,519.97,40000.0,0,10701,67.3,21,3,17771.91,0.0,1.0
44047935,1,7000,9.99,225.84,71000.0,1,5110,17.2,27,7,7700.51000292,0.0,1.0
55492194,1,3000,8.18,94.26,41000.0,0,19491,90.7,7,0,3059.11,0.0,1.0
63454805,1,5000,5.32,150.58,46000.0,1,24044,43.8,27,4,5208.7,0.0,1.0
54383901,1,15000,6.24,457.97,60000.0,0,14495,44.2,30,6,15451.96,0.0,0.0
38647008,1,10000,12.99,336.9,51000.0,1,9252,74.6,5,3,10866.26,0.0,1.0
41388604,1,25000,7.89,782.15,100000.0,1,27673,57.5,51,5,26881.5538957,0.0,0.0
42773383,1,7000,7.89,219.0,54000.0,0,20744,61.6,21,4,7386.64,0.0,1.0
67298253,1,14400,6.89,443.91,71000.0,1,37182,46.1,23,3,14493.3,0.0,0.0
50517222,1,4450,16.99,158.64,53000.0,1,3222,48.1,11,5,5129.68,0.0,1.0
49116979,1,17000,10.99,556.48,105000.0,0,29981,97.7,32,1,17879.42,0.0,1.0
59082787,1,28000,10.99,916.56,117000.0,1,45294,93.3,25,2,28230.79,0.0,0.0
40471923,1,10000,12.99,336.9,45000.0,0,42633,69.7,26,2,11487.87,0.0,0.0
52658768,1,20000,9.17,637.58,99000.0,1,14181,91.5,18,1,22033.2300001,0.0,1.0
61384241,1,6000,5.32,180.69,140000.0,0,75566,62.9,23,1,6250.78278396,0.0,0.0
55201552,1,6000,10.99,196.41,160000.0,1,77105,98.0,32,2,6507.48,0.0,0.0
42884453,1,6000,6.92,185.05,115000.0,1,9323,26.0,28,3,6355.31,0.0,1.0
55987710,1,5000,9.17,159.4,78000.0,1,3362,16.2,21,5,5329.53,0.0,1.0
39679626,0,6500,8.19,204.26,35000.0,0,9068,60.1,27,3,2015.51,0.0,1.0
39662476,1,7000,17.14,250.06,22000.0,1,10304,90.4,13,2,7512.29,1.0,0.0
51898712,1,7200,12.29,240.15,87000.0,1,6222,42.9,24,7,7646.76,0.0,0.0
48655919,1,16200,9.17,516.44,56000.0,0,16342,67.3,24,2,17923.19,0.0,0.0
64812189,1,12000,9.17,382.55,70000.0,0,8278,20.0,23,11,12673.48,0.0,0.0
48110515,1,9500,10.99,310.98,64500.0,1,383,1.5,18,6,10506.82,0.0,1.0
40923091,1,2500,10.99,81.84,35500.0,1,3648,50.7,19,3,2854.97,0.0,0.0
44515861,1,6000,6.39,183.6,48000.0,1,7435,51.3,42,8,6445.28000168,0.0,0.0
47654361,1,10000,12.29,333.53,66000.0,1,7059,44.0,30,11,11341.56,0.0,0.0
39739518,1,21000,10.49,682.46,280000.0,1,31926,42.9,19,4,23847.64,1.0,0.0
55563554,1,8000,9.17,255.04,50000.0,0,10194,64.1,24,5,8758.35,0.0,0.0
41103086,1,18000,12.69,603.81,89000.0,0,20631,70.4,16,2,20734.35,0.0,0.0
41359283,1,18000,7.89,563.15,45000.0,0,9114,77.2,27,1,19532.9900086,0.0,0.0
38655125,1,15000,12.99,505.34,360000.0,1,7076,50.9,21,5,16264.94,0.0,0.0
37927500,1,21000,13.66,714.27,55000.0,1,25758,57.6,30,9,21765.47,0.0,1.0
55928011,1,8000,13.33,270.83,46800.0,1,12025,56.2,16,6,8839.46,0.0,0.0
